datetime,open,high,low,close,volume
2025-06-03 04:00:00,0.6466883420944214,0.6470900177955627,0.6466506719589233,0.6470397710800171,0.0
2025-06-03 05:00:00,0.6470481753349304,0.6471570134162903,0.6454527974128723,0.6465796232223511,0.0
2025-06-03 06:00:00,0.6464375257492065,0.646608829498291,0.6453486084938049,0.646608829498291,0.0
2025-06-03 07:00:00,0.646608829498291,0.6466172337532043,0.6457278728485107,0.646186888217926,0.0
2025-06-03 08:00:00,0.6459781527519226,0.6461993455886841,0.6454944014549255,0.6457779407501221,0.0
2025-06-03 09:00:00,0.6458571553230286,0.646508514881134,0.645448625087738,0.646120011806488,0.0
2025-06-03 10:00:00,0.6461492776870728,0.6467176079750061,0.6458696722984314,0.6459697484970093,0.0
2025-06-03 11:00:00,0.6460407376289368,0.6462996006011963,0.6456695199012756,0.6459572911262512,0.0
2025-06-03 12:00:00,0.6460407376289368,0.6462411284446716,0.6451404690742493,0.6453902721405029,0.0
2025-06-03 13:00:00,0.6454277634620667,0.646328866481781,0.6453569531440735,0.6456778049468994,0.0
2025-06-03 14:00:00,0.6453778147697449,0.6473078727722168,0.6450364589691162,0.6469686031341553,0.0
2025-06-03 15:00:00,0.6469476819038391,0.6471277475357056,0.6460699439048767,0.6462578773498535,0.0
2025-06-03 16:00:00,0.6463079452514648,0.6466380953788757,0.6457903981208801,0.6461576223373413,0.0
2025-06-03 17:00:00,0.6461701393127441,0.6472492218017578,0.6461492776870728,0.6470397710800171,0.0
2025-06-03 18:00:00,0.6470481753349304,0.6470984220504761,0.6464959979057312,0.6470690965652466,0.0
2025-06-03 19:00:00,0.6470481753349304,0.6471068263053894,0.6464793086051941,0.6465879678726196,0.0
2025-06-03 20:00:00,0.6465503573417664,0.647215723991394,0.6463873386383057,0.6463873386383057,0.0
2025-06-03 21:00:00,0.6462035775184631,0.6469142436981201,0.646120011806488,0.6467886567115784,0.0
2025-06-03 22:00:00,0.6465796232223511,0.6470774412155151,0.6464959979057312,0.6468473076820374,0.0
2025-06-03 23:00:00,0.6466883420944214,0.6468974947929382,0.6464541554450989,0.6466966867446899,0.0
2025-06-04 00:00:00,0.6467593908309937,0.6469309329986572,0.6459948420524597,0.6462578773498535,0.0
2025-06-04 01:00:00,0.6461701393127441,0.6477774381637573,0.6457028388977051,0.6475886702537537,0.0
2025-06-04 02:00:00,0.6475803256034851,0.6483402252197266,0.6464959979057312,0.646608829498291,0.0
2025-06-04 03:00:00,0.6466799378395081,0.646926760673523,0.6461158990859985,0.6465670466423035,0.0
2025-06-04 04:00:00,0.6465586423873901,0.6470774412155151,0.6457862854003906,0.6458780169487,0.0
2025-06-04 05:00:00,0.64584881067276,0.6462578773498535,0.6453694701194763,0.6459864974021912,0.0
2025-06-04 06:00:00,0.64584881067276,0.6466172337532043,0.6455777883529663,0.6463706493377686,0.0
2025-06-04 07:00:00,0.6464541554450989,0.6475593447685242,0.646328866481781,0.6464375257492065,0.0
2025-06-04 08:00:00,0.6463372111320496,0.6478362679481506,0.6461284160614014,0.6477187275886536,0.0
2025-06-04 09:00:00,0.6476263999938965,0.6481721997261047,0.6473874449729919,0.6476474404335022,0.0
2025-06-04 10:00:00,0.6476894021034241,0.6482561826705933,0.6475300192832947,0.6477858424186707,0.0
2025-06-04 11:00:00,0.6477774381637573,0.6488450169563293,0.6476474404335022,0.648487389087677,0.0
2025-06-04 12:00:00,0.6486388444900513,0.6496205925941467,0.6486388444900513,0.6494476199150085,0.0
2025-06-04 13:00:00,0.649468719959259,0.649688184261322,0.649000883102417,0.6491398811340332,0.0
2025-06-04 14:00:00,0.6494476199150085,0.6503980159759521,0.6492241621017456,0.6503177285194397,0.0
2025-06-04 15:00:00,0.650258481502533,0.650258481502533,0.6490893363952637,0.6498781442642212,0.0
2025-06-04 16:00:00,0.6498908400535583,0.6506181359291077,0.6497387886047363,0.6505080461502075,0.0
2025-06-04 17:00:00,0.6504191756248474,0.6507027745246887,0.6502669453620911,0.6504064798355103,0.0
2025-06-04 18:00:00,0.6503472924232483,0.6505334377288818,0.6500175595283508,0.6500175595283508,0.0
2025-06-04 19:00:00,0.6500598192214966,0.6501950621604919,0.6494392156600952,0.649468719959259,0.0
2025-06-04 20:00:00,0.6493886113166809,0.6500006318092346,0.6493085026741028,0.6494392156600952,0.0
2025-06-04 21:00:00,0.6496037244796753,0.649645984172821,0.6491398811340332,0.6491398811340332,0.0
2025-06-04 22:00:00,0.6493085026741028,0.6499499678611755,0.6493085026741028,0.649726152420044,0.0
2025-06-04 23:00:00,0.6495784521102905,0.6498485803604126,0.6491820216178894,0.649278998374939,0.0
2025-06-05 00:00:00,0.64939284324646,0.6506307721138,0.64939284324646,0.6503684520721436,0.0
2025-06-05 01:00:00,0.650647759437561,0.6510968208312988,0.6500259637832642,0.6503980159759521,0.0
2025-06-05 02:00:00,0.6503472924232483,0.6503472924232483,0.649350643157959,0.6498697400093079,0.0
2025-06-05 03:00:00,0.6498781442642212,0.6500598192214966,0.6488577127456665,0.6490177512168884,0.0
2025-06-05 04:00:00,0.6489587426185608,0.6494898200035095,0.6488871574401855,0.6494898200035095,0.0
2025-06-05 05:00:00,0.6494982838630676,0.6497092843055725,0.6491103768348694,0.6492283940315247,0.0
2025-06-05 06:00:00,0.649278998374939,0.6501570343971252,0.6490556597709656,0.6496670246124268,0.0
2025-06-05 07:00:00,0.649506688117981,0.6511391401290894,0.649506688117981,0.6502796411514282,0.0
2025-06-05 08:00:00,0.6503092050552368,0.6507663130760193,0.6500259637832642,0.6506561636924744,0.0
2025-06-05 09:00:00,0.6508086323738098,0.6515676975250244,0.6507197022438049,0.6512281894683838,0.0
2025-06-05 10:00:00,0.6512367129325867,0.6517205238342285,0.6511688828468323,0.6513088345527649,0.0
